order,family,genus,species,brain_mass,body_mass,common_name
Chiroptera,Hipposideridae,Hipposideros,bicolor,0.23833,8.38,Bicolored Leaf-nosed Bat
Chiroptera,Hipposideridae,Hipposideros,caffer,0.313,10.9,Sundevall's Leaf-nosed Bat
Chiroptera,Mormoopidae,Pteronotus,davyi,0.32,10.6,Davy's Naked-backed Bat
Chiroptera,Vespertilionidae,Eptesicus,serotinus,0.327,22.15,Common Serotine
Chiroptera,Phyllostomidae,Mimon,crenulatum,0.33367,13.78,Striped Hairy-nosed Bat
Chiroptera,Rhinolophidae,Rhinolophus,ferrumequinum,0.35,23.5,Greater Horseshoe Bat
Chiroptera,Nycteridae,Nycteris,arge,0.35567,10.65,Bate's Slit-faced Bat
Chiroptera,Vespertilionidae,Nyctalus,noctula,0.362,26,Noctule
Chiroptera,Mormoopidae,Mormoops,megalophylla,0.40033,15.53,Peter's ghost-faced bat
Chiroptera,Phyllostomidae,Glossophaga,soricina,0.41267,10.23,Pallas's Long-tongued Bat
Chiroptera,Vespertilionidae,Vespertilio,murinus,0.445,33.3,Parti-coloured bat
Chiroptera,Vespertilionidae,Myotis,myotis,0.489,27.92,Greater mouse-eared bat
Chiroptera,Phyllostomidae,Platyrrhinus,helleri,0.48967,12.77,Heller's Broad-nosed Bat
Chiroptera,Phyllostomidae,Carollia,perspicillata,0.50867,17.07,Seba's Short-tailed Bat
Chiroptera,Phyllostomidae,Uroderma,bilobatum,0.57733,15.63,Common Tent-making Bat
Chiroptera,Phyllostomidae,Sturnira,lilium,0.58433,18.67,Little Yellow-shouldered Bat
Chiroptera,Phyllostomidae,Leptonycteris,curasoae,0.5875,25,Curaçaoan Long-nosed Bat
Chiroptera,Pteropodidae,Casinycteris,argynnis,0.86483,30.72,Golden Short-palated Fruit Bat
Chiroptera,Phyllostomidae,Desmodus,rotundus,0.916,33.26,Common Vampire Bat
Chiroptera,Pteropodidae,Cynopterus,brachyotis,0.95275,32.11,Lesser Short-nosed Fruit Bat
Chiroptera,Phyllostomidae,Diaemus,youngi,0.971,34.67,White-winged Vampire Bat
Chiroptera,Phyllostomidae,Artibeus,jamaicensis,0.98025,39.33,Jamaican Fruit-eating Bat
Chiroptera,Phyllostomidae,Phyllostomus,discolor,1.101333,35.22,Pale Spear-nosed Bat
Chiroptera,Phyllostomidae,Artibeus,lituratus,1.171,56.73,Great Fruit-eating Bat
Chiroptera,Noctilionidae,Noctilio,leporinus,1.184,59.16,Greater Bulldog Bat
Chiroptera,Pteropodidae,Cynopterus,horsfieldii,1.3495,56.88,Horsfield s Fruit Bat
Chiroptera,Pteropodidae,Rousettus,aegyptiacus,2.26075,129.62,Egyptian Rousette
Chiroptera,Pteropodidae,Hypsignathus,monstrosus,3.41475,324.63,Hammer-headed Fruit Bat
Chiroptera,Pteropodidae,Epomophorus,gambianus,4.3285,309,Gambian Epauletted Fruit Bat
Chiroptera,Pteropodidae,Pteropus,vampyrus,9.654,1078.07,Large Flying Fox
Chiroptera,Pteropodidae,Pteropus,melanotus,10.6,1261.4,Black-eared Flying Fox
Chiroptera,Vespertilionidae,Tylonycteris,pachypus,0.077,4.6,Lesser Bamboo Bat
Chiroptera,Craseonycteridae,Craseonycteris,thonglongyai,0.087,2.56,Bumblebee Bat
Chiroptera,Vespertilionidae,Glischropus,tylopus,0.099,4.95,Common Thick-thumbed Bat
Chiroptera,Vespertilionidae,Neoromicia,nanus,0.1,3.9,Banana Pipistrelle
Chiroptera,Vespertilionidae,Myotis,siligorensis,0.103,3.46,Himalayan Whiskered Myotis
Chiroptera,Vespertilionidae,Pipistrellus,coromandra,0.105,4.6,Indian Pipistrelle
Chiroptera,Vespertilionidae,Rhogeessa,tumida,0.1055,5.05,Black-winged Little Yellow Bat
Chiroptera,Vespertilionidae,Pipistrellus,papuanus,0.11,3.34,Lesser Papuan Pipistrelle
Chiroptera,Vespertilionidae,Rhogeessa,parvula,0.111,4.35,Little Yellow Bat
Chiroptera,Vespertilionidae,Pipistrellus,tenuis,0.113,5.2,Least Pipistrelle
Chiroptera,Vespertilionidae,Kerivoula,phalaena,0.116,3,Spurrell's Woolly Bat
Chiroptera,Vespertilionidae,Tylonycteris,robustula,0.116,7.6,Greater Bamboo Bat
Chiroptera,Vespertilionidae,Pipistrellus,javanicus,0.119,4.5,Javan Pipistrelle
Chiroptera,Vespertilionidae,Vespadelus,pumilus,0.122,5.45,Eastern Forest Bat
Chiroptera,Vespertilionidae,Myotis,muricola,0.125,4.95,Nepalese Whiskered Myotis
Chiroptera,Vespertilionidae,Pipistrellus,subflavus,0.125,5.3,Eastern Pipistrelle
Chiroptera,Vespertilionidae,Myotis,albescens,0.126,4,Silver-tipped Myotis
Chiroptera,Furipteridae,Furipterus,horrens,0.127,3.43,Thumbless Bat
Chiroptera,Emballonuridae,Saccopteryx,canescens,0.13,3.4,Frosted Sac-winged Bat
Chiroptera,Vespertilionidae,Myotis,yumanensis,0.13,4.6,Yuma Myotis
Chiroptera,Vespertilionidae,Hypsugo,crassulus,0.132,6.1,Broad-headed Pipistrelle
Chiroptera,Vespertilionidae,Myotis,fortidens,0.1325,4.35,Cinnamon Myotis
Chiroptera,Hipposideridae,Aselliscus,tricuspidatus,0.134,4.4,Temminck's Asian Trident Bat
Chiroptera,Vespertilionidae,Hypsugo,imbricatus,0.137,6.8,Brown Pipistrelle
Chiroptera,Vespertilionidae,Hypsugo,pulveratus,0.143,5.3,Chinese Pipistrelle
Chiroptera,Vespertilionidae,Scotozous,dormeri,0.143,6.8,Dormer's Pipistrelle
Chiroptera,Vespertilionidae,Glauconycteris,beatrix,0.144,5.5,Beatrix Butterfly Bat
Chiroptera,Emballonuridae,Peropteryx,trinitatis,0.1495,5,Trinidad Dog-like Bat
Chiroptera,Hipposideridae,Aselliscus,stoliczkanus,0.15,4.9,Stoliczka's Asian Trident Bat
Chiroptera,Hipposideridae,Hipposideros,halophyllus,0.152,4,Thailand Leaf-nosed Bat
Chiroptera,Emballonuridae,Peropteryx,macrotis,0.1566,5.4,Lesser Dog-like Bat
Chiroptera,Vespertilionidae,Eptesicus,pachyotis,0.158,6.6,Thick-eared Bat
Chiroptera,Vespertilionidae,Hesperoptenus,blanfordi,0.158,7.3,Blanford's Bat
Chiroptera,Vespertilionidae,Scotorepens,sanborni,0.158,9.1,Northern Broad-nosed Bat
Chiroptera,Emballonuridae,Saccopteryx,leptura,0.1605,4.9,Lesser Sac-winged Bat
Chiroptera,Vespertilionidae,Myotis,lucifugus,0.16133,8,Little Brown Myotis
Chiroptera,Emballonuridae,Emballonura,monticola,0.163,5.4,Lesser Sheath-tailed Bat
Chiroptera,Rhinolophidae,Rhinolophus,pusillus,0.164,4.7,Least Horseshoe Bat
Chiroptera,Vespertilionidae,Pipistrellus,kuhlii,0.166,6.3,Kuhl's Pipistrelle
Chiroptera,Vespertilionidae,Nyctophilus,geoffroyi,0.167,7.2,Lesser Long-eared Bat
Chiroptera,Vespertilionidae,Miniopterus,australis,0.17,7.1,Little Long-fingered Bat
Chiroptera,Vespertilionidae,Lasiurus,borealis,0.17,7.7,Eastern Red Bat
Chiroptera,Vespertilionidae,Myotis,montivagus,0.17,8.3,Burmese Whiskered Myotis
Chiroptera,Vespertilionidae,Myotis,riparius,0.173,7.95,Riparian Myotis
Chiroptera,Emballonuridae,Emballonura,raffrayana,0.174,5.9,Raffray's Sheath-tailed Bat
Chiroptera,Emballonuridae,Cyttarops,alecto,0.175,5.3,Short-eared Bat
Chiroptera,Molossidae,Molossops,temminckii,0.181,6.8,Dwarf Dog-faced Bat
Chiroptera,Vespertilionidae,Pipistrellus,ceylonicus,0.182,10.1,Kelaart's Pipistrelle
Chiroptera,Vespertilionidae,Barbastella,barbastellus,0.184,6,Barbastelle
Chiroptera,Emballonuridae,Emballonura,semicaudata,0.184,7,Mariana sheath-tailed bat
Chiroptera,Vespertilionidae,Chalinolobus,morio,0.1845,8.35,Chocolate Wattled Bat
Chiroptera,Molossidae,Cynomops,planirostris,0.185,7.25,Southern Dog-faced Bat
Chiroptera,Vespertilionidae,Phoniscus,atrox,0.188,4.2,Groove-toothed Trumpet-eared Bat
Chiroptera,Vespertilionidae,Myotis,hasseltii,0.188,7.5,Lesser Large-footed Myotis
Chiroptera,Rhinolophidae,Rhinolophus,lepidus,0.18833,5.6,Blyth's Horseshoe Bat
Chiroptera,Vespertilionidae,Eptesicus,furinalis,0.1895,7.6,Argentine brown bat
Chiroptera,Vespertilionidae,Neoromicia,flavescens,0.19,10.5,Yellow Serotine
Chiroptera,Rhinolophidae,Rhinolophus,cornutus,0.194,6.6,Little Japanese Horseshoe Bat
Chiroptera,Vespertilionidae,Myotis,horsfieldii,0.197,6.3,Horsfield's Myotis
Chiroptera,Hipposideridae,Hipposideros,ater,0.198,5.83,Dusky Leaf-nosed Bat
Chiroptera,Vespertilionidae,Eptesicus,brasiliensis,0.19833,9.03,Brazilian Brown Bat
Chiroptera,Vespertilionidae,Myotis,bocagii,0.2,7.3,Rufous Mouse-eared Bat
Chiroptera,Vespertilionidae,Myotis,velifer,0.2,8.9,Cave Myotis
Chiroptera,Rhinolophidae,Rhinolophus,malayanus,0.202,6.4,Malayan Horseshoe Bat
Chiroptera,Vespertilionidae,Kerivoula,pellucida,0.203,4.1,Clear-winged Woolly Bat
Chiroptera,Vespertilionidae,Glauconycteris,poensis,0.205,8.6,Abo Bat
Chiroptera,Rhinolophidae,Rhinolophus,macrotis,0.208,6.3,Big-eared Horseshoe Bat
Chiroptera,Hipposideridae,Hipposideros,cervinus,0.214,7.3,Fawn-colored Leaf-nosed Bat
Chiroptera,Vespertilionidae,Eptesicus,fuscus,0.21433,11.23,Big Brown Bat
Chiroptera,Vespertilionidae,Miniopterus,pusillus,0.216,8.6,Small Long-fingered Bat
Chiroptera,Vespertilionidae,Murina,tubinaris,0.217,5.45,Scully's Tube-nosed Bat
Chiroptera,Emballonuridae,Cormura,brevirostris,0.219,8.2,Chestnut Sac-winged Bat
Chiroptera,Molossidae,Mormopterus,jugularis,0.22,11.5,Peters's Wrinkle-lipped Bat
Chiroptera,Vespertilionidae,Myotis,annectans,0.221,9.8,Hairy-faced Myotis
Chiroptera,Thyropteridae,Thyroptera,tricolor,0.23,4.5,Spix's Disk-winged Bat
Chiroptera,Vespertilionidae,Myotis,daubentonii,0.23,7.75,Daubenton's Myotis
Chiroptera,Vespertilionidae,Eptesicus,dimissus,0.231,15,Surat Serotine
Chiroptera,Hipposideridae,Hipposideros,pomona,0.233,6.2,Pomona Leaf-nosed Bat
Chiroptera,Rhinolophidae,Rhinolophus,thomasi,0.233,9,Thomas's Horseshoe Bat
Chiroptera,Molossidae,Mormopterus,beccarii,0.233,14.2,Beccari's Mastiff Bat
Chiroptera,Mormoopidae,Pteronotus,personatus,0.234,7.8,Wagner's Mustached Bat
Chiroptera,Hipposideridae,Hipposideros,fulvus,0.236,7,Fulvus Leaf-nosed Bat
Chiroptera,Vespertilionidae,Plecotus,auritus,0.238,6.6,Brown Long-eared Bat
Chiroptera,Nycteridae,Nycteris,nana,0.239,6.95,Dwarf Slit-faced Bat
Chiroptera,Vespertilionidae,Myotis,altarium,0.24,11,Szechwan Myotis
Chiroptera,Vespertilionidae,Chalinolobus,gouldii,0.24,11.7,Gould's Wattled Bat
Chiroptera,Hipposideridae,Asellia,tridens,0.24,12.8,Geoffroy's Trident Leaf-nosed Bat
Chiroptera,Rhinolophidae,Rhinolophus,clivosus,0.242,20.1,Geoffroy's Horseshoe Bat
Chiroptera,Natalidae,Natalus,tumidirostris,0.245,6.9,Trinidadian Greater Funnel-eared Bat
Chiroptera,Hipposideridae,Rhinonicteris,aurantia,0.249,8.65,Orange Diamond-faced Bat
Chiroptera,Vespertilionidae,Nyctophilus,timoriensis,0.254,10.9,Greater Long-eared Bat
Chiroptera,Vespertilionidae,Myotis,adversus,0.2545,11.25,Large-footed Myotis
Chiroptera,Rhinolophidae,Rhinolophus,capensis,0.256,12.8,Cape Horseshoe Bat
Chiroptera,Vespertilionidae,Murina,huttoni,0.258,8.8,Hutton's Tube-nosed Bat
Chiroptera,Emballonuridae,Coleura,afra,0.2585,11.5,African Sheath-tailed Bat
Chiroptera,Rhinolophidae,Rhinolophus,coelophyllus,0.259,7.7,Croslet Horseshoe Bat
Chiroptera,Vespertilionidae,Myotis,tricolor,0.259,13.6,Cape Hairy Bat
Chiroptera,Vespertilionidae,Myotis,bechsteinii,0.26,9,Bechstein's Myotis
Chiroptera,Rhinolophidae,Rhinolophus,megaphyllus,0.2605,9.8,Eastern Horseshoe Bat
Chiroptera,Hipposideridae,Hipposideros,ruber,0.265,7.3,Noack's Leaf-nosed Bat
Chiroptera,Vespertilionidae,Murina,cyclotis,0.265,7.88,Round-eared Tube-nosed Bat
Chiroptera,Vespertilionidae,Miniopterus,fuscus,0.265,11.4,Southeast Asian Long-fingered Bat
Chiroptera,Rhinolophidae,Rhinolophus,paradoxolophus,0.267,9.3,Bourret's Horseshoe Bat
Chiroptera,Hipposideridae,Hipposideros,ridleyi,0.269,9.65,Ridley's Leaf-nosed Bat
Chiroptera,Vespertilionidae,Miniopterus,schreibersii,0.2703,11.78,Schreibers's Long-fingered Bat
Chiroptera,Hipposideridae,Triaenops,persicus,0.2705,13.7,Persian Trident Bat
Chiroptera,Vespertilionidae,Miniopterus,medius,0.27122,11.71,Intermediate Long-fingered Bat
Chiroptera,Phyllostomidae,Micronycteris,megalotis,0.274,6.5,Little Big-eared Bat
Chiroptera,Molossidae,Chaerephon,pumilus,0.274,12.09,Little Free-tailed Bat
Chiroptera,Rhinopomatidae,Rhinopoma,hardwickii,0.275,12.9,Lesser Mouse-tailed Bat
Chiroptera,Rhinolophidae,Rhinolophus,landeri,0.276,9.65,Lander's Horseshoe Bat
Chiroptera,Rhinolophidae,Rhinolophus,robinsoni,0.2785,8.5,Peninsular Horseshoe Bat
Chiroptera,Nycteridae,Nycteris,thebaica,0.2785,8.95,Egyptian Slit-faced Bat
Chiroptera,Hipposideridae,Hipposideros,galeritus,0.279,10.4,Cantor's Leaf-nosed Bat
Chiroptera,Nycteridae,Nycteris,hispida,0.284,7.8,Hairy Slit-faced Bat
Chiroptera,Hipposideridae,Hipposideros,speoris,0.284,11.5,Schneider's Leaf-nosed Bat
Chiroptera,Molossidae,Molossus,molossus,0.28467,13.23,Pallas' free-tailed bat
Chiroptera,Rhinolophidae,Rhinolophus,stheno,0.285,8.5,Lesser Brown Horseshoe Bat
Chiroptera,Phyllostomidae,Micronycteris,minuta,0.286,6.9,Tiny Big-eared Bat
Chiroptera,Phyllostomidae,Ametrida,centurio,0.29,10.5,Little White-shouldered Bat
Chiroptera,Molossidae,Cynomops,greenhalli,0.3,17.5,Greenhall's Dog-faced Bat
Chiroptera,Rhinolophidae,Rhinolophus,acuminatus,0.302,12.1,Accuminate Horseshoe Bat
Chiroptera,Phyllostomidae,Micronycteris,schmidtorum,0.308,7.8,Schmidt's Big-eared Bat
Chiroptera,Rhinolophidae,Rhinolophus,mehelyi,0.31,9.7,Mehely's Horseshoe Bat
Chiroptera,Vespertilionidae,Kerivoula,papillosa,0.31,10.1,Papillose Woolly Bat
Chiroptera,Vespertilionidae,Myotis,dasycneme,0.31,15,Pond Myotis
Chiroptera,Phyllostomidae,Macrophyllum,macrophyllum,0.321,8.6,Long-legged Bat
Chiroptera,Vespertilionidae,Miniopterus,magnater,0.324,15,Western Long-fingered Bat
Chiroptera,Vespertilionidae,Miniopterus,inflatus,0.3265,15.05,Greater Long-fingered Bat
Chiroptera,Rhinolophidae,Rhinolophus,pearsonii,0.332,13.9,Pearson's Horseshoe Bat
Chiroptera,Vespertilionidae,Miniopterus,tristis,0.333,15.6,Great Long-fingered Bat
Chiroptera,Phyllostomidae,Choeroniscus,godmani,0.34,6.1,Godman's Long-tongued Bat
Chiroptera,Vespertilionidae,Scotophilus,kuhlii,0.34233,19.6,Lesser Asiatic Yellow House Bat
Chiroptera,Mormoopidae,Pteronotus,gymnonotus,0.343,13.6,Big Naked-backed Bat
Chiroptera,Phyllostomidae,Lonchophylla,thomasi,0.3435,7.2,Thomas's Nectar Bat
Chiroptera,Phyllostomidae,Mesophylla,macconnelli,0.3445,7.55,MacConnell's Bat
Chiroptera,Rhinolophidae,Rhinolophus,affinis,0.3475,13.5,Intermediate Horseshoe Bat
Chiroptera,Rhinolophidae,Rhinolophus,trifoliatus,0.351,14.8,Trefoil Horseshoe Bat
Chiroptera,Phyllostomidae,Lionycteris,spurrelli,0.352,7.55,Chestnut Long-tongued Bat
Chiroptera,Phyllostomidae,Rhinophylla,pumilio,0.356,8.9,Dwarf Little Fruit Bat
Chiroptera,Molossidae,Chaerephon,jobensis,0.36,16.5,Northern Mastiff Bat
Chiroptera,Hipposideridae,Hipposideros,calcaratus,0.369,11.35,Spurred Leaf-nosed Bat
Chiroptera,Phyllostomidae,Lonchorhina,aurita,0.377,18,Common Sword-nosed Bat
Chiroptera,Vespertilionidae,Scotomanes,ornatus,0.384,21.8,Harlequin Bat
Chiroptera,Molossidae,Chaerephon,plicatus,0.385,20.5,Wrinkle-lipped Free-tailed Bat
Chiroptera,Phyllostomidae,Choeroniscus,minor,0.389,9.6,Lesser Long-tongued Bat
Chiroptera,Nycteridae,Nycteris,macrotis,0.389,14.5,Large-eared Slit-faced Bat
Chiroptera,Phyllostomidae,Macrotus,californicus,0.39,13,California leaf-nosed bat
Chiroptera,Molossidae,Mops,leucostigma,0.39,26.79,Malagasy White-bellied Free-tailed Bat
Chiroptera,Molossidae,Tadarida,aegyptiaca,0.393,17.7,Egyptian Free-tailed Bat
Chiroptera,Phyllostomidae,Vampyressa,pusilla,0.394,8.55,Southern Little Yellow-eared Bat
Chiroptera,Rhinopomatidae,Rhinopoma,microphyllum,0.4035,27.1,Greater Mouse-tailed Bat
Chiroptera,Rhinolophidae,Rhinolophus,eloquens,0.4045,19.05,Eloquent Horseshoe Bat
Chiroptera,Phyllostomidae,Monophyllus,plethodon,0.4125,14.9,Insular Single-leaf Bat
Chiroptera,Hipposideridae,Hipposideros,larvatus,0.4165,19.85,Horsfield's Leaf-nosed Bat
Chiroptera,Molossidae,Cynomops,abrasus,0.418,33.3,Cinnamon Dog-faced Bat
Chiroptera,Molossidae,Mops,condylurus,0.42225,26.65,Angolan Free-tailed Bat
Chiroptera,Phyllostomidae,Anoura,caudifer,0.4225,10.5,Tailed Tailless Bat
Chiroptera,Phyllostomidae,Lonchophylla,mordax,0.432,10.7,Goldman's Nectar Bat
Chiroptera,Molossidae,Mops,niveiventer,0.432,21.7,White-bellied Free-tailed Bat
Chiroptera,Phyllostomidae,Glossophaga,longirostris,0.435,11.2,Miller's Long-tongued Bat
Chiroptera,Vespertilionidae,Scotophilus,dinganii,0.4385,24.3,African yellow bat
Chiroptera,Rhinolophidae,Rhinolophus,yunanensis,0.439,23.5,Dobson's Horseshoe Bat
Chiroptera,Vespertilionidae,Harpiocephalus,harpia,0.442,13.5,Lesser Hairy-winged Bat
Chiroptera,Phyllostomidae,Artibeus,phaeotis,0.448,11.8,Pygmy Fruit-eating Bat
Chiroptera,Phyllostomidae,Carollia,castanea,0.4485,12.55,Chestnut Short-tailed Bat
Chiroptera,Phyllostomidae,Artibeus,cinereus,0.4685,12.4,Gervais's Fruit-eating Bat
Chiroptera,Emballonuridae,Taphozous,longimanus,0.47,23.2,Long-winged Tomb Bat
Chiroptera,Molossidae,Mops,mops,0.4725,30.95,Malayan Free-tailed Bat
Chiroptera,Nycteridae,Nycteris,javanica,0.475,17.7,Javan Slit-faced Bat
Chiroptera,Phyllostomidae,Artibeus,glaucus,0.476,12.2,Silvery Fruit-eating Bat
Chiroptera,Nycteridae,Nycteris,tragata,0.476,14.4,Malayan Slit-faced Bat
Chiroptera,Vespertilionidae,Scotophilus,heathii,0.476,31.5,Greater Asiatic Yellow House Bat
Chiroptera,Emballonuridae,Taphozous,australis,0.5035,22.9,Coastal Tomb Bat
Chiroptera,Pteropodidae,Balionycteris,maculata,0.51067,14.33,Spotted-winged Fruit Bat
Chiroptera,Mormoopidae,Pteronotus,parnellii,0.5315,19.1,Common Mustached Bat
Chiroptera,Emballonuridae,Taphozous,melanopogon,0.536,22.7,Black-bearded Tomb Bat
Chiroptera,Phyllostomidae,Chiroderma,trinitatum,0.537,13.7,Little Big-eyed Bat
Chiroptera,Phyllostomidae,Sphaeronycteris,toxophyllum,0.537,17.55,Visored Bat
Chiroptera,Hipposideridae,Hipposideros,maggietaylorae,0.5425,20.5,Maggie Taylor's Leaf-nosed Bat
Chiroptera,Emballonuridae,Taphozous,hildegardeae,0.5425,27.45,Hildegarde's Tomb Bat
Chiroptera,Phyllostomidae,Artibeus,toltecus,0.544,16.45,Toltec Fruit-eating Bat
Chiroptera,Emballonuridae,Taphozous,mauritianus,0.5505,29,Mauritian Tomb Bat
Chiroptera,Noctilionidae,Noctilio,albiventris,0.5735,35.6,Lesser Bulldog Bat
Chiroptera,Phyllostomidae,Platyrrhinus,brachycephalus,0.583,12.9,Short-headed Broad-nosed Bat
Chiroptera,Phyllostomidae,Anoura,geoffroyi,0.583,15,Geoffroy's Tailless Bat
Chiroptera,Hipposideridae,Hipposideros,lekaguli,0.584,30.3,Large Asian Leaf-nosed Bat
Chiroptera,Phyllostomidae,Leptonycteris,nivalis,0.5855,22.9,Mexican Long-nosed Bat
Chiroptera,Rhinolophidae,Rhinolophus,luctus,0.5905,33.9,Great Woolly Horseshoe Bat
Chiroptera,Pteropodidae,Syconycteris,australis,0.592,15.84,Southern Blossom Bat
Chiroptera,Hipposideridae,Hipposideros,turpis,0.599,34.8,Lesser Leaf-nosed Bat
Chiroptera,Pteropodidae,Macroglossus,minimus,0.607,17.03,Dagger-toothed Long-nosed Fruit Bat
Chiroptera,Phyllostomidae,Ardops,nichollsi,0.61,15,Tree Bat
Chiroptera,Pteropodidae,Chironax,melanocephalus,0.612,17.63,Black-capped Fruit Bat
Chiroptera,Molossidae,Eumops,auripendulus,0.612,33.8,Black Bonneted Bat
Chiroptera,Rhinolophidae,Rhinolophus,hildebrandtii,0.63,29.1,Hildebrandt's Horseshoe Bat
Chiroptera,Phyllostomidae,Artibeus,concolor,0.633,19.4,Brown Fruit-eating Bat
Chiroptera,Megadermatidae,Lavia,frons,0.644,23.5,Yellow-winged Bat
Chiroptera,Molossidae,Eumops,glaucinus,0.6565,36.85,Wagner's Bonneted Bat
Chiroptera,Megadermatidae,Megaderma,spasma,0.667,23.8,Lesser False Vampire Bat
Chiroptera,Emballonuridae,Saccolaimus,saccolaimus,0.6705,43,Naked-rumped Pouched Bat
Chiroptera,Megadermatidae,Cardioderma,cor,0.6725,25.5,Heart-nosed Bat
Chiroptera,Phyllostomidae,Sturnira,ludovici,0.676,25.9,Highland Yellow-shouldered Bat
Chiroptera,Pteropodidae,Megaloglossus,woermanni,0.6795,18,Woermann's Bat
Chiroptera,Emballonuridae,Taphozous,theobaldi,0.681,39.8,Theobald's Tomb Bat
Chiroptera,Pteropodidae,Macroglossus,sobrinus,0.692,21.7,Greater Long-nosed Fruit Bat
Chiroptera,Phyllostomidae,Chiroderma,villosum,0.706,24.8,Hairy Big-eyed Bat
Chiroptera,Pteropodidae,Scotonycteris,zenkeri,0.71,21.35,Zenker's Fruit Bat
Chiroptera,Hipposideridae,Hipposideros,diadema,0.715,43.6,Diadem Leaf-nosed Bat
Chiroptera,Phyllostomidae,Sturnira,tildae,0.7255,24,Tilda yellow-shouldered bat
Chiroptera,Pteropodidae,Paranyctimene,raptor,0.731,26.1,Unstriped Tube-nosed Fruit Bat
Chiroptera,Hipposideridae,Hipposideros,lankadiva,0.733,48.5,Indian Leaf-nosed Bat
Chiroptera,Nycteridae,Nycteris,grandis,0.7355,29.4,Large Slit-faced Bat
Chiroptera,Phyllostomidae,Platyrrhinus,lineatus,0.741,22.6,White-lined Broad-nosed Bat
Chiroptera,Hipposideridae,Hipposideros,commersoni,0.74475,101.25,Commerson's Leaf-nosed Bat
Chiroptera,Molossidae,Otomops,martiensseni,0.7555,41.75,Large-eared Free-tailed Bat
Chiroptera,Phyllostomidae,Chiroderma,salvini,0.787,24.3,Salvin's Big-eyed Bat
Chiroptera,Phyllostomidae,Tonatia,bidens,0.788,29.4,Greater Round-eared Bat
Chiroptera,Hipposideridae,Hipposideros,armiger,0.8,56,Great Himalayan Leaf-nosed Bat
Chiroptera,Phyllostomidae,Diphylla,ecaudata,0.8015,31.05,Hairy-legged Vampire Bat
Chiroptera,Molossidae,Eumops,perotis,0.802,47.5,Greater Bonneted Bat
Chiroptera,Pteropodidae,Micropteropus,pusillus,0.82,25.2,Peters's Dwarf Epauletted Fruit Bat
Chiroptera,Pteropodidae,Megaerops,ecaudatus,0.82233,24.67,Temminck s Tailless Fruit Bat
Chiroptera,Pteropodidae,Nyctimene,albiventer,0.825,29.7,Common Tube-nosed Fruit Bat
Chiroptera,Pteropodidae,Sphaerias,blanfordi,0.832,29.5,Blanford's Fruit Bat
Chiroptera,Phyllostomidae,Phyllostomus,elongatus,0.885,44.9,Lesser Spear-nosed Bat
Chiroptera,Megadermatidae,Megaderma,lyra,0.8935,35.3,Greater False Vampire Bat
Chiroptera,Phyllostomidae,Trachops,cirrhosus,0.9115,36.45,Fringe-lipped Bat
Chiroptera,Phyllostomidae,Vampyrodes,caraccioli,0.947,39.7,Caracciolo's Stripe-faced Bat
Chiroptera,Pteropodidae,Penthetor,lucasi,0.9475,35,Lucas's Short-nosed Fruit Bat
Chiroptera,Pteropodidae,Megaerops,niphanae,0.958,32.6,Ratanaworabhan's Fruit Bat
Chiroptera,Pteropodidae,Nyctimene,vizcaccia,0.988,35.4,Umboi Tube-nosed Fruit Bat
Chiroptera,Pteropodidae,Melonycteris,woodfordi,1.0185,35.5,Woodford's Fruit Bat
Chiroptera,Vespertilionidae,Scotophilus,nigrita,1.046,101,Giant House Bat
Chiroptera,Pteropodidae,Cynopterus,sphinx,1.061,42.4,Greater Short-nosed Fruit Bat
Chiroptera,Phyllostomidae,Platyrrhinus,infuscus,1.11,50.3,Buffy Broad-nosed Bat
Chiroptera,Pteropodidae,Myonycteris,torquata,1.11585,36.4,Little Collared Fruit Bat
Chiroptera,Phyllostomidae,Platyrrhinus,vittatus,1.175,36.6,Greater Broad-nosed Bat
Chiroptera,Pteropodidae,Nyctimene,robinsoni,1.23067,47.03,Queensland Tube-nosed Fruit Bat
Chiroptera,Pteropodidae,Eonycteris,spelaea,1.26,54.86,Lesser Dawn Bat
Chiroptera,Phyllostomidae,Brachyphylla,cavernarum,1.278,46.75,Antillean Fruit-eating Bat
Chiroptera,Pteropodidae,Melonycteris,melanops,1.288,47.45,Black-bellied Fruit Bat
Chiroptera,Phyllostomidae,Phylloderma,stenops,1.338,46.1,Pale-faced Bat
Chiroptera,Molossidae,Cheiromeles,torquatus,1.366,168.5,Greater Naked Bat
Chiroptera,Pteropodidae,Notopteris,macdonaldi,1.45275,70.18,Fijian Long-tailed Fruit Bat
Chiroptera,Phyllostomidae,Phyllostomus,hastatus,1.53175,90,Greater Spear-nosed Bat
Chiroptera,Pteropodidae,Epomophorus,labiatus,1.58867,64.1,Ethiopian Epauletted Fruit Bat
Chiroptera,Pteropodidae,Rousettus,amplexicaudatus,1.62725,80.38,Geoffroy's Rousette
Chiroptera,Megadermatidae,Macroderma,gigas,1.7,120,Australian False Vampire Bat
Chiroptera,Phyllostomidae,Chrotopterus,auritus,1.74,87,Woolly False Vampire Bat
Chiroptera,Pteropodidae,Lissonycteris,angolensis,1.762,84.15,Angolan Soft-furred Fruit Bat
Chiroptera,Pteropodidae,Epomophorus,wahlbergi,1.96133,81.51,Wahlberg s Epauletted Fruit Bat
Chiroptera,Pteropodidae,Epomops,franqueti,2.213,118.25,Franquet s Epauletted Fruit Bat
